LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Central Coast,2018,7,Area 9,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,75.07,2021.58
Central Coast,2018,7,Area 9,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,638.93,47301.74
Central Coast,2018,7,Area 9,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,127.55,5399.63
Central Coast,2018,7,Area 9,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,104.49,10708.73
Central Coast,2018,7,Area 9,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,98.38,3911.84
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1145.62,70469.93
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,499.24,33980.01
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,7229.63,665829.93
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2874.32,348258.61
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,666.27,58111.59
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,1029.33,98364.79
Haida Gwaii,2018,8,Area 1,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,645.63,86265.14
Central Coast,2018,8,Area 10,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,106.15,4054.34
Central Coast,2018,8,Area 10,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,377.77,32485.98
Central Coast,2018,8,Area 10,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,261.57,44960.52
Central Coast,2018,8,Area 10,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,176.13,24098.63
Central Coast,2018,8,Area 10,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,74.18,5354.06
Haida Gwaii,2018,8,Area 101,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,72.47,3038.44
Haida Gwaii,2018,8,Area 101,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,200.79,9397.63
Haida Gwaii,2018,8,Area 101,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,128.11,5315.39
Haida Gwaii,2018,8,Area 102,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,24.87,593.56
Prince Rupert,2018,8,Area 104,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.66,406.16
Prince Rupert,2018,8,Area 104,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,20.66,406.16
Central Coast,2018,8,Area 107,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,34.68,1133.14
Central Coast,2018,8,Area 107,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,17.34,283.29
Port Hardy,2018,8,Area 11,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,175.00,8887.48
Port Hardy,2018,8,Area 11,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,436.02,27711.25
Port Hardy,2018,8,Area 11,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,98.85,6682.60
Port Hardy,2018,8,Area 11,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,390.30,35954.71
Port Hardy,2018,8,Area 11,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,54.34,2844.14
Port Hardy,2018,8,Area 111,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,68.72,4585.00
Port Hardy,2018,8,Area 111,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,137.47,10186.48
Port Hardy,2018,8,Area 111,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,189.25,20972.27
Port Hardy,2018,8,Area 111,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,482.65,123418.09
Port Hardy,2018,8,Area 111,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,68.72,4585.00
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,211.23,8111.51
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,258.72,33844.57
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3925.98,646274.41
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2025.81,651257.65
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3586.94,1820811.99
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,130.67,3566.21
Port Hardy,2018,8,Area 12,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,20.71,408.17
Port Hardy,2018,8,Area 12,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2745.83,7394056.94
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,501.48,47716.43
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,397.94,117469.10
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,841.71,102727.20
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,681.16,130477.77
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,264.10,35067.03
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,128.48,11122.66
Port Renfrew,2018,8,Area 121,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,106.15,5476.42
Barkley,2018,8,Area 123,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2614.18,286086.44
Barkley,2018,8,Area 123,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1647.36,666877.47
Barkley,2018,8,Area 123,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,5204.04,828756.54
Barkley,2018,8,Area 123,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2527.25,591618.70
Barkley,2018,8,Area 123,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2358.21,903759.68
Barkley,2018,8,Area 123,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,1293.02,157227.47
Barkley,2018,8,Area 123,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1645.92,475806.24
Tofino,2018,8,Area 124,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,343.01,28265.56
Tofino,2018,8,Area 124,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,222.53,48186.54
Tofino,2018,8,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1306.19,149812.87
Tofino,2018,8,Area 124,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,288.74,43616.99
Tofino,2018,8,Area 124,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,209.91,12146.89
Tofino,2018,8,Area 124,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,17.34,283.29
Tahsis/Nootka,2018,8,Area 125,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,509.86,49041.17
Tahsis/Nootka,2018,8,Area 125,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,143.96,9874.65
Tahsis/Nootka,2018,8,Area 125,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1087.00,76776.71
Tahsis/Nootka,2018,8,Area 125,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,326.84,27413.74
Tahsis/Nootka,2018,8,Area 125,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,590.56,97313.08
Tahsis/Nootka,2018,8,Area 125,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,17.34,283.29
Kyuquot,2018,8,Area 126,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,287.36,21141.27
Kyuquot,2018,8,Area 126,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,554.87,48306.30
Kyuquot,2018,8,Area 126,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,165.20,5503.06
Kyuquot,2018,8,Area 126,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,318.19,45547.86
Kyuquot,2018,8,Area 126,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,222.04,18211.88
Kyuquot,2018,8,Area 126,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,17.34,283.29
Winter Harbour,2018,8,Area 127,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,293.43,11076.30
Winter Harbour,2018,8,Area 127,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,20.71,408.17
Winter Harbour,2018,8,Area 127,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,305.46,22936.32
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1114.18,69845.66
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,566.97,42852.15
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3468.22,237805.20
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2298.65,424916.78
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,5959.48,2447782.10
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,366.19,20819.09
Campbell River,2018,8,Area 13,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,145.40,7810.84
Campbell River,2018,8,Area 13,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,103.62,5262.43
Campbell River,2018,8,Area 14,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,460.82,17877.69
Campbell River,2018,8,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,349.10,26851.17
Campbell River,2018,8,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1494.18,82325.12
Campbell River,2018,8,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1121.75,110228.11
Campbell River,2018,8,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3236.88,731185.55
Campbell River,2018,8,Area 14,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,126.41,5594.78
Haida Gwaii,2018,8,Area 142,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,149.91,9188.24
Haida Gwaii,2018,8,Area 142,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,41.42,1632.68
Sunshine Coast,2018,8,Area 15,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,165.15,7119.71
Sunshine Coast,2018,8,Area 15,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,310.85,94761.85
Sunshine Coast,2018,8,Area 15,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1688.90,254200.51
Sunshine Coast,2018,8,Area 15,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1618.50,706829.46
Sunshine Coast,2018,8,Area 15,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,4512.00,2770152.27
Sunshine Coast,2018,8,Area 16,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,318.50,22470.13
Sunshine Coast,2018,8,Area 16,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,289.06,43991.97
Sunshine Coast,2018,8,Area 16,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,560.14,34780.94
Sunshine Coast,2018,8,Area 16,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,17.34,283.29
Sunshine Coast,2018,8,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1268.51,285928.87
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,339.28,26308.28
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,281.84,24017.54
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,548.94,41754.44
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,256.97,28690.64
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2534.51,1679668.06
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,51.81,2632.27
Nanaimo,2018,8,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,103.62,10529.09
Nanaimo,2018,8,Area 18,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,72.52,3040.44
Nanaimo,2018,8,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,51.81,2632.27
Nanaimo,2018,8,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.66,406.16
Nanaimo,2018,8,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1538.49,1002952.49
Victoria,2018,8,Area 19 (GS),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,74.60,5342.08
Victoria,2018,8,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,540.57,32366.98
Victoria,2018,8,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,103.62,10529.09
Victoria,2018,8,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,701.31,63217.80
Victoria,2018,8,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,240.18,10149.05
Victoria,2018,8,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1599.41,386385.85
Victoria,2018,8,Area 20,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3173.03,335451.48
Victoria,2018,8,Area 20,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1182.95,287112.73
Victoria,2018,8,Area 20,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,5134.13,512683.44
Victoria,2018,8,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2063.96,248578.68
Victoria,2018,8,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,7496.10,2184443.46
Victoria,2018,8,Area 20,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,656.05,45424.08
Victoria,2018,8,Area 20,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,596.18,96750.55
Victoria,2018,8,Area 20,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,17.34,283.29
Port Renfrew,2018,8,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,244.32,17121.56
Port Renfrew,2018,8,Area 21,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,253.52,17843.74
Port Renfrew,2018,8,Area 21,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,51.81,2632.27
Port Renfrew,2018,8,Area 21,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,34.36,1146.25
Port Renfrew,2018,8,Area 21,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,24.87,593.56
Port Renfrew,2018,8,Area 22,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,24.87,593.56
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1706.34,350664.46
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,503.36,172419.36
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3185.38,330105.25
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1009.14,182614.62
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,789.84,126060.69
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,147.36,5898.33
Port Alberni,2018,8,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,52.02,2549.57
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3253.07,446581.85
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1154.96,196920.32
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,8026.85,1442526.04
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,3458.54,1114541.86
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,10862.61,11551459.07
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,943.80,168674.94
Barkley,2018,8,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,410.54,77433.96
Barkley,2018,8,Area 23 (Barkley),Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.71,408.17
Tofino,2018,8,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,172.57,6364.31
Tofino,2018,8,Area 24,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,24.87,593.56
Tofino,2018,8,Area 24,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,758.35,44150.30
Tofino,2018,8,Area 24,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,334.81,19554.01
Tofino,2018,8,Area 24,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,223.80,14493.34
Tofino,2018,8,Area 24,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,177.06,11656.84
Tofino,2018,8,Area 24,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,304.38,44253.10
