Stock,Recovery Type,Year,Age 2,Age 3,Age 4,Age 5,Age 6,Total,% Age 2,% Age 3,% Age 4,% Age 5,% Age 6
Sucwoa R,Escapement,1992,,453,"2,069",148,,"2,670",0,17,77.5,5.5,0
Sucwoa R,Escapement,1993,,"2,865","1,288",45,,"4,198",0,68.2,30.7,1.1,0
Sucwoa R,Escapement,1994,,377,"8,996",117,,"9,490",0,4,94.8,1.2,0
Sucwoa R,Escapement,1995,,194,"6,106","3,598",,"9,898",0,2,61.7,36.4,0
Sucwoa R,Escapement,1996,,"3,360",106,163,36,"3,665",0,91.7,2.9,4.4,1
Sucwoa R,Escapement,1997,,"1,146","10,723",,,"11,869",0,9.7,90.3,0,0
Sucwoa R,Escapement,1998,,,"27,168",,,"27,168",0,0,100,0,0
Sucwoa R,Escapement,1999,,499,615,730,,"1,844",0,27.1,33.4,39.6,0
Sucwoa R,Escapement,2000,,,626,,,626,0,0,100,0,0
Sucwoa R,Escapement,2001,,35,,,,35,0,100,0,0,0
Sucwoa R,Catch + Escapement,1981,,92,,,,92,0,100,0,0,0
Sucwoa R,Catch + Escapement,1982,,"12,617",470,,,"13,087",0,96.4,3.6,0,0
Sucwoa R,Catch + Escapement,1983,383,"1,667","8,569",77,,"10,696",3.6,15.6,80.1,0.7,0
Sucwoa R,Catch + Escapement,1984,,"13,392","9,060",407,5,"22,864",0,58.6,39.6,1.8,0
Sucwoa R,Catch + Escapement,1985,,"31,219","24,921",136,,"56,276",0,55.5,44.3,0.2,0
Sucwoa R,Catch + Escapement,1986,,"2,126","42,125","2,141",,"46,392",0,4.6,90.8,4.6,0
Sucwoa R,Catch + Escapement,1987,,"1,289","2,475","3,104",,"6,868",0,18.8,36,45.2,0
Sucwoa R,Catch + Escapement,1988,,213,"7,825",421,110,"8,569",0,2.5,91.3,4.9,1.3
Sucwoa R,Catch + Escapement,1989,,"3,027","4,220",204,,"7,451",0,40.6,56.6,2.7,0
Sucwoa R,Catch + Escapement,1990,,154,"6,620",264,,"7,038",0,2.2,94.1,3.8,0
Sucwoa R,Catch + Escapement,1991,,"1,141","1,239","1,912",,"4,292",0,26.6,28.9,44.5,0
Sucwoa R,Catch + Escapement,1992,,525,"3,488",347,,"4,360",0,12,80,8,0
Sucwoa R,Catch + Escapement,1993,,"3,296","2,250",104,,"5,650",0,58.3,39.8,1.8,0
Sucwoa R,Catch + Escapement,1994,,"1,938","21,813",406,32,"24,189",0,8,90.2,1.7,0.1
Sucwoa R,Catch + Escapement,1995,,194,"6,979","5,372",,"12,545",0,1.5,55.6,42.8,0
Sucwoa R,Catch + Escapement,1996,,"3,360",106,163,36,"3,665",0,91.7,2.9,4.4,1
Sucwoa R,Catch + Escapement,1997,,"3,393","15,512",77,,"18,982",0,17.9,81.7,0.4,0
Sucwoa R,Catch + Escapement,1998,,484,"39,110",337,,"39,931",0,1.2,97.9,0.8,0
Sucwoa R,Catch + Escapement,1999,,"1,327","2,262","1,802",,"5,391",0,24.6,42,33.4,0
Sucwoa R,Catch + Escapement,2000,,294,"1,168",55,,"1,517",0,19.4,77,3.6,0
Sucwoa R,Catch + Escapement,2001,,"3,042","3,471",91,,"6,604",0,46.1,52.6,1.4,0
Sucwoa R,Catch + Escapement,2003,,109,"1,744",530,,"2,383",0,4.6,73.2,22.2,0
Theodosia Cr,Catch,2005,,24,,,,24,0,100,0,0,0
Theodosia Cr,Catch,2006,,,459,,,459,0,0,100,0,0
Theodosia Cr,Catch,2007,,,,74,,74,0,0,0,100,0
Theodosia Cr,Catch + Escapement,2005,,24,,,,24,0,100,0,0,0
Theodosia Cr,Catch + Escapement,2006,,,459,,,459,0,0,100,0,0
Theodosia Cr,Catch + Escapement,2007,,,,74,,74,0,0,0,100,0
Thorsen Cr,Catch,1987,,"4,199",,,,"4,199",0,100,0,0,0
Thorsen Cr,Catch,1988,,"4,841","50,991",,,"55,832",0,8.7,91.3,0,0
Thorsen Cr,Catch,1989,,"5,476","8,281","3,706",,"17,463",0,31.4,47.4,21.2,0
Thorsen Cr,Catch,1990,,658,"13,723",987,,"15,368",0,4.3,89.3,6.4,0
Thorsen Cr,Catch,1991,,448,"2,309",462,,"3,219",0,13.9,71.7,14.4,0
Thorsen Cr,Catch,1992,,"1,391","3,092",200,,"4,683",0,29.7,66,4.3,0
Thorsen Cr,Catch,1993,,"1,620","3,478",419,18,"5,535",0,29.3,62.8,7.6,0.3
Thorsen Cr,Catch,1994,,"2,406","5,573","1,012",25,"9,016",0,26.7,61.8,11.2,0.3
Thorsen Cr,Catch,1995,,"10,668","13,546",748,34,"24,996",0,42.7,54.2,3,0.1
Thorsen Cr,Catch,1996,63,"2,846","6,442",256,,"9,607",0.7,29.6,67.1,2.7,0
Thorsen Cr,Catch,1997,,"7,605","3,341",39,,"10,985",0,69.2,30.4,0.4,0
Thorsen Cr,Catch,1998,,"3,217","17,117",396,,"20,730",0,15.5,82.6,1.9,0
Thorsen Cr,Catch,1999,,836,"7,176",685,,"8,697",0,9.6,82.5,7.9,0
Thorsen Cr,Catch,2000,,514,"3,360",265,,"4,139",0,12.4,81.2,6.4,0
Thorsen Cr,Catch,2001,,"7,683","19,301","1,227",63,"28,274",0,27.2,68.3,4.3,0.2
Thorsen Cr,Catch,2002,,"7,589","12,893","3,270",51,"23,803",0,31.9,54.2,13.7,0.2
Thorsen Cr,Catch,2003,,"10,386","26,748","1,283",258,"38,675",0,26.9,69.2,3.3,0.7
Thorsen Cr,Catch,2004,,"7,180","59,099","3,091",,"69,370",0,10.4,85.2,4.5,0
Thorsen Cr,Catch,2005,,"2,144","8,070",635,72,"10,921",0,19.6,73.9,5.8,0.7
Thorsen Cr,Catch,2006,,"5,221","18,749","1,000",,"24,970",0,20.9,75.1,4,0
Thorsen Cr,Catch,2007,,,"10,094","1,033",76,"11,203",0,0,90.1,9.2,0.7
Thorsen Cr,Catch,2008,,,,178,,178,0,0,0,100,0
Thorsen Cr,Catch,2009,,118,"1,413",,,"1,531",0,7.7,92.3,0,0
Thorsen Cr,Catch,2011,,,"2,845",,,"2,845",0,0,100,0,0
Thorsen Cr,Catch,2012,,"13,907","2,032","2,594",,"18,533",0,75,11,14,0
Thorsen Cr,Catch,2013,,"1,957","44,334","1,471",57,"47,819",0,4.1,92.7,3.1,0.1
Thorsen Cr,Catch,2014,,"2,136","2,936",913,,"5,985",0,35.7,49.1,15.3,0
Thorsen Cr,Catch,2015,,"4,967","33,846",544,,"39,357",0,12.6,86,1.4,0
Thorsen Cr,Catch,2016,,"12,196","14,381","1,121",,"27,698",0,44,51.9,4,0
Thorsen Cr,Catch,2017,,"4,429","19,059","1,800",,"25,288",0,17.5,75.4,7.1,0
Thorsen Cr,Catch,2018,,"13,758","15,287","1,130",,"30,175",0,45.6,50.7,3.7,0
Thorsen Cr,Escapement,1987,,139,,,,139,0,100,0,0,0
Thorsen Cr,Escapement,1988,,58,"2,270",,,"2,328",0,2.5,97.5,0,0
Thorsen Cr,Escapement,1989,,266,"2,086","1,292",,"3,644",0,7.3,57.2,35.5,0
Thorsen Cr,Escapement,1990,,31,"2,285",97,,"2,413",0,1.3,94.7,4,0
Thorsen Cr,Escapement,1991,,254,319,201,,774,0,32.8,41.2,26,0
Thorsen Cr,Escapement,1992,,857,"2,531",74,,"3,462",0,24.8,73.1,2.1,0
Thorsen Cr,Escapement,1993,,145,"2,586",318,,"3,049",0,4.8,84.8,10.4,0
Thorsen Cr,Escapement,1994,,316,"1,325",309,,"1,950",0,16.2,67.9,15.8,0
Thorsen Cr,Escapement,1995,,976,"1,614",102,16,"2,708",0,36,59.6,3.8,0.6
Thorsen Cr,Escapement,1996,,657,"3,495",131,,"4,283",0,15.3,81.6,3.1,0
Thorsen Cr,Escapement,1997,,"1,170","2,185",91,,"3,446",0,34,63.4,2.6,0
Thorsen Cr,Escapement,1998,,59,"6,572",386,,"7,017",0,0.8,93.7,5.5,0
Thorsen Cr,Escapement,1999,,284,"4,120",227,,"4,631",0,6.1,89,4.9,0
Thorsen Cr,Escapement,2000,,221,"2,785",354,,"3,360",0,6.6,82.9,10.5,0
Thorsen Cr,Escapement,2001,,265,"2,719",219,,"3,203",0,8.3,84.9,6.8,0
Thorsen Cr,Escapement,2002,,424,"1,089",364,,"1,877",0,22.6,58,19.4,0
Thorsen Cr,Escapement,2003,,"1,109","8,031",92,,"9,232",0,12,87,1,0
Thorsen Cr,Escapement,2004,,81,"7,681",707,,"8,469",0,1,90.7,8.3,0
Thorsen Cr,Escapement,2005,,156,"1,133",258,,"1,547",0,10.1,73.2,16.7,0
Thorsen Cr,Escapement,2006,,285,"1,428",161,,"1,874",0,15.2,76.2,8.6,0
Thorsen Cr,Escapement,2007,,,"1,539",63,,"1,602",0,0,96.1,3.9,0
Thorsen Cr,Escapement,2008,,693,,503,,"1,196",0,57.9,0,42.1,0
Thorsen Cr,Escapement,2009,,98,"1,811",,,"1,909",0,5.1,94.9,0,0
Thorsen Cr,Escapement,2010,,268,552,165,,985,0,27.2,56,16.8,0
Thorsen Cr,Escapement,2011,,,"5,269",231,,"5,500",0,0,95.8,4.2,0
Thorsen Cr,Escapement,2012,,"2,034","2,881","1,283",,"6,198",0,32.8,46.5,20.7,0
Thorsen Cr,Escapement,2013,,171,"9,890",521,,"10,582",0,1.6,93.5,4.9,0
Thorsen Cr,Escapement,2014,,999,873,733,,"2,605",0,38.3,33.5,28.1,0
Thorsen Cr,Escapement,2015,,"1,488","4,862",189,,"6,539",0,22.8,74.4,2.9,0
Thorsen Cr,Catch + Escapement,1987,,"4,338",,,,"4,338",0,100,0,0,0
Thorsen Cr,Catch + Escapement,1988,,"4,899","53,261",,,"58,160",0,8.4,91.6,0,0
Thorsen Cr,Catch + Escapement,1989,,"5,742","10,367","4,998",,"21,107",0,27.2,49.1,23.7,0
Thorsen Cr,Catch + Escapement,1990,,689,"16,007","1,084",,"17,780",0,3.9,90,6.1,0
Thorsen Cr,Catch + Escapement,1991,,702,"2,627",663,,"3,992",0,17.6,65.8,16.6,0
Thorsen Cr,Catch + Escapement,1992,,"2,247","5,624",275,,"8,146",0,27.6,69,3.4,0
Thorsen Cr,Catch + Escapement,1993,,"1,766","6,064",737,18,"8,585",0,20.6,70.6,8.6,0.2
Thorsen Cr,Catch + Escapement,1994,,"2,721","6,898","1,321",25,"10,965",0,24.8,62.9,12,0.2
Thorsen Cr,Catch + Escapement,1995,,"11,644","15,160",849,51,"27,704",0,42,54.7,3.1,0.2
Thorsen Cr,Catch + Escapement,1996,63,"3,503","9,937",386,,"13,889",0.5,25.2,71.5,2.8,0
Thorsen Cr,Catch + Escapement,1997,,"8,775","5,526",129,,"14,430",0,60.8,38.3,0.9,0
Thorsen Cr,Catch + Escapement,1998,,"3,276","23,689",783,,"27,748",0,11.8,85.4,2.8,0
Thorsen Cr,Catch + Escapement,1999,,"1,120","11,296",912,,"13,328",0,8.4,84.8,6.8,0
Thorsen Cr,Catch + Escapement,2000,,735,"6,145",620,,"7,500",0,9.8,81.9,8.3,0
Thorsen Cr,Catch + Escapement,2001,,"7,948","22,020","1,446",63,"31,477",0,25.3,70,4.6,0.2
Thorsen Cr,Catch + Escapement,2002,,"8,013","13,982","3,634",51,"25,680",0,31.2,54.4,14.2,0.2
Thorsen Cr,Catch + Escapement,2003,,"11,496","34,779","1,375",258,"47,908",0,24,72.6,2.9,0.5
Thorsen Cr,Catch + Escapement,2004,,"7,260","66,781","3,798",,"77,839",0,9.3,85.8,4.9,0
Thorsen Cr,Catch + Escapement,2005,,"2,300","9,203",893,72,"12,468",0,18.4,73.8,7.2,0.6
Thorsen Cr,Catch + Escapement,2006,,"5,506","20,177","1,161",,"26,844",0,20.5,75.2,4.3,0
Thorsen Cr,Catch + Escapement,2007,,,"11,634","1,096",76,"12,806",0,0,90.8,8.6,0.6
Thorsen Cr,Catch + Escapement,2008,,693,,681,,"1,374",0,50.4,0,49.6,0
Thorsen Cr,Catch + Escapement,2009,,216,"3,224",,,"3,440",0,6.3,93.7,0,0
Thorsen Cr,Catch + Escapement,2010,,268,552,165,,985,0,27.2,56,16.8,0
Thorsen Cr,Catch + Escapement,2011,,,"8,114",231,,"8,345",0,0,97.2,2.8,0
Thorsen Cr,Catch + Escapement,2012,,"15,941","4,912","3,877",,"24,730",0,64.5,19.9,15.7,0
Thorsen Cr,Catch + Escapement,2013,,"2,128","54,224","1,992",57,"58,401",0,3.6,92.8,3.4,0.1
Thorsen Cr,Catch + Escapement,2014,,"3,135","3,809","1,645",,"8,589",0,36.5,44.3,19.2,0
Thorsen Cr,Catch + Escapement,2015,,"6,455","38,708",733,,"45,896",0,14.1,84.3,1.6,0
Thorsen Cr,Catch + Escapement,2016,,"12,196","14,381","1,121",,"27,698",0,44,51.9,4,0
Thorsen Cr,Catch + Escapement,2017,,"4,429","19,059","1,800",,"25,288",0,17.5,75.4,7.1,0
Thorsen Cr,Catch + Escapement,2018,,"13,758","15,287","1,130",,"30,175",0,45.6,50.7,3.7,0
Tlupana R,Catch,1982,,40,,,,40,0,100,0,0,0
Tlupana R,Catch,1983,,,10,,,10,0,0,100,0,0
Tlupana R,Catch,1984,,"1,697",374,,,"2,071",0,81.9,18.1,0,0
Tlupana R,Catch,1985,,"6,607","1,814",17,,"8,438",0,78.3,21.5,0.2,0
Tlupana R,Catch,1986,,761,"13,002",67,,"13,830",0,5.5,94,0.5,0
Tlupana R,Catch,1987,,,487,106,,593,0,0,82.1,17.9,0
Tlupana R,Catch,1992,,346,"1,554",611,,"2,511",0,13.8,61.9,24.3,0
Tlupana R,Catch,1993,,127,"2,851",59,,"3,037",0,4.2,93.9,1.9,0
Tlupana R,Catch,1994,,356,"6,982","1,738",37,"9,113",0,3.9,76.6,19.1,0.4
Tlupana R,Catch,1995,,,176,722,,898,0,0,19.6,80.4,0
Tlupana R,Catch,1997,,"1,127","1,409",30,,"2,566",0,43.9,54.9,1.2,0
Tlupana R,Catch,1998,,88,"4,293",105,,"4,486",0,2,95.7,2.3,0
Tlupana R,Catch,1999,,"6,047",481,951,,"7,479",0,80.9,6.4,12.7,0
Tlupana R,Catch,2000,,92,"1,135",6,,"1,233",0,7.5,92.1,0.5,0
Tlupana R,Catch,2001,,895,"1,084",90,,"2,069",0,43.3,52.4,4.3,0
Tlupana R,Catch,2003,,"2,920","1,397",158,,"4,475",0,65.3,31.2,3.5,0
Tlupana R,Escapement,1983,,518,14,,,532,0,97.4,2.6,0,0
Tlupana R,Escapement,1984,,925,615,,,"1,540",0,60.1,39.9,0,0
Tlupana R,Escapement,1985,,"5,732",637,,,"6,369",0,90,10,0,0
Tlupana R,Escapement,1986,,,"9,196",,,"9,196",0,0,100,0,0
Tlupana R,Escapement,1987,,"2,134",857,"4,036",,"7,027",0,30.4,12.2,57.4,0
Tlupana R,Escapement,1988,,,"6,458",129,,"6,587",0,0,98,2,0
Tlupana R,Escapement,1989,,385,"6,932",,,"7,317",0,5.3,94.7,0,0
Tlupana R,Escapement,1990,,32,"2,656",133,,"2,821",0,1.1,94.2,4.7,0
Tlupana R,Escapement,1991,,"1,317","2,138",721,,"4,176",0,31.5,51.2,17.3,0
Tlupana R,Escapement,1992,,"2,311","2,474",,,"4,785",0,48.3,51.7,0,0
Tlupana R,Escapement,1993,,"1,215","8,537",61,,"9,813",0,12.4,87,0.6,0
Tlupana R,Escapement,1994,,34,"1,903",317,,"2,254",0,1.5,84.4,14.1,0
Tlupana R,Escapement,1995,,76,"1,228","1,463",,"2,767",0,2.7,44.4,52.9,0
Tlupana R,Escapement,1996,,"1,044",42,33,15,"1,134",0,92.1,3.7,2.9,1.3
Tlupana R,Escapement,1997,,"1,306","3,409",,,"4,715",0,27.7,72.3,0,0
Tlupana R,Escapement,1998,,48,"5,388",,,"5,436",0,0.9,99.1,0,0
Tlupana R,Escapement,1999,,"7,281",406,"1,328",,"9,015",0,80.8,4.5,14.7,0
Tlupana R,Escapement,2000,,,"4,808",,,"4,808",0,0,100,0,0
Tlupana R,Escapement,2001,,10,,,,10,0,100,0,0,0
Tlupana R,Catch + Escapement,1982,,40,,,,40,0,100,0,0,0
Tlupana R,Catch + Escapement,1983,,518,24,,,542,0,95.6,4.4,0,0
Tlupana R,Catch + Escapement,1984,,"2,622",989,,,"3,611",0,72.6,27.4,0,0
Tlupana R,Catch + Escapement,1985,,"12,339","2,451",17,,"14,807",0,83.3,16.6,0.1,0
Tlupana R,Catch + Escapement,1986,,761,"22,198",67,,"23,026",0,3.3,96.4,0.3,0
Tlupana R,Catch + Escapement,1987,,"2,134","1,344","4,142",,"7,620",0,28,17.6,54.4,0
Tlupana R,Catch + Escapement,1988,,,"6,458",129,,"6,587",0,0,98,2,0
Tlupana R,Catch + Escapement,1989,,385,"6,932",,,"7,317",0,5.3,94.7,0,0
Tlupana R,Catch + Escapement,1990,,32,"2,656",133,,"2,821",0,1.1,94.2,4.7,0
Tlupana R,Catch + Escapement,1991,,"1,317","2,138",721,,"4,176",0,31.5,51.2,17.3,0
Tlupana R,Catch + Escapement,1992,,"2,657","4,028",611,,"7,296",0,36.4,55.2,8.4,0
Tlupana R,Catch + Escapement,1993,,"1,342","11,388",120,,"12,850",0,10.4,88.6,0.9,0
Tlupana R,Catch + Escapement,1994,,390,"8,884","2,055",37,"11,366",0,3.4,78.2,18.1,0.3
Tlupana R,Catch + Escapement,1995,,76,"1,404","2,185",,"3,665",0,2.1,38.3,59.6,0
Tlupana R,Catch + Escapement,1996,,"1,044",42,33,15,"1,134",0,92.1,3.7,2.9,1.3
Tlupana R,Catch + Escapement,1997,,"2,434","4,819",30,,"7,283",0,33.4,66.2,0.4,0
Tlupana R,Catch + Escapement,1998,,136,"9,681",105,,"9,922",0,1.4,97.6,1.1,0
Tlupana R,Catch + Escapement,1999,,"13,328",886,"2,279",,"16,493",0,80.8,5.4,13.8,0
Tlupana R,Catch + Escapement,2000,,92,"5,943",6,,"6,041",0,1.5,98.4,0.1,0
Tlupana R,Catch + Escapement,2001,,905,"1,084",90,,"2,079",0,43.5,52.1,4.3,0
Tlupana R,Catch + Escapement,2003,,"2,920","1,397",158,,"4,475",0,65.3,31.2,3.5,0
